payment_id,account_id,due_date,payment_date,amount_due,amount_paid
P00000450,A000023,2025-09-15,2025-09-10,169.14,171.67
P00000451,A000023,2025-10-15,2025-10-14,142.96,149.75
P00000452,A000023,2025-11-15,2025-11-10,60.87,60.82
P00000453,A000023,2025-12-15,2025-12-14,179.11,179.51
P00000454,A000024,2024-01-15,2024-01-11,72.43,73.38
P00000455,A000024,2024-02-15,2024-02-10,112.33,116.52
P00000456,A000024,2024-03-15,2024-03-13,82.41,82.54
P00000457,A000024,2024-04-15,2024-04-13,69.32,69.03
P00000458,A000024,2024-05-15,2024-05-11,131.22,136.73
P00000459,A000024,2024-06-15,2024-06-14,106.78,107.1
P00000460,A000024,2024-07-15,2024-07-11,50.0,52.38
P00000461,A000024,2024-08-15,2024-08-14,59.01,61.43
P00000462,A000024,2024-09-15,2024-09-10,50.45,50.35
P00000463,A000024,2024-10-15,2024-10-13,78.93,82.38
P00000464,A000024,2024-11-15,2024-11-10,102.44,106.12
P00000465,A000024,2024-12-15,2024-12-13,92.05,95.16
P00000466,A000024,2025-01-15,2025-01-13,57.48,56.5
P00000467,A000024,2025-02-15,2025-02-11,63.17,64.39
P00000468,A000024,2025-03-15,2025-03-14,144.8,145.1
P00000469,A000024,2025-04-15,2025-04-13,93.01,96.51
P00000470,A000024,2025-05-15,2025-05-10,125.56,131.26
P00000471,A000024,2025-06-15,2025-06-14,164.93,169.33
P00000472,A000024,2025-07-15,2025-07-12,71.3,73.8
P00000473,A000024,2025-08-15,2025-08-15,70.51,71.59
P00000474,A000024,2025-09-15,2025-10-17,50.0,49.64
P00000475,A000024,2025-10-15,2025-10-14,81.05,80.25
P00000476,A000024,2025-11-15,2025-12-01,107.91,106.56
P00000477,A000024,2025-12-15,2025-12-11,82.12,83.59
P00000478,A000025,2024-05-15,2024-05-12,429.63,423.38
P00000479,A000025,2024-06-15,2024-06-10,501.56,494.59
P00000480,A000025,2024-07-15,2024-07-14,300.43,300.15
P00000481,A000025,2024-08-15,2024-08-14,466.79,472.07
P00000482,A000025,2024-09-15,2024-09-13,411.37,431.64
P00000483,A000025,2024-10-15,2024-10-16,562.01,574.77
P00000484,A000025,2024-11-15,2024-11-10,362.56,368.4
P00000485,A000025,2024-12-15,2024-12-13,359.43,366.86
P00000486,A000025,2025-01-15,2025-02-13,382.03,395.25
P00000487,A000025,2025-02-15,2025-02-12,179.67,182.82
P00000488,A000025,2025-03-15,2025-03-13,213.07,212.3
P00000489,A000025,2025-04-15,2025-04-11,183.93,182.41
P00000490,A000025,2025-05-15,2025-05-14,557.55,566.39
P00000491,A000025,2025-06-15,2025-06-14,491.22,505.72
P00000492,A000025,2025-07-15,2025-07-11,258.41,270.13
P00000493,A000025,2025-08-15,2025-08-12,283.06,291.04
P00000494,A000025,2025-09-15,2025-09-11,612.77,625.14
P00000495,A000025,2025-10-15,2025-10-12,622.18,625.62
P00000496,A000025,2025-11-15,2025-11-10,457.39,453.92
P00000497,A000025,2025-12-15,2025-12-11,413.56,415.71
P00000498,A000026,2024-11-15,2024-11-10,94.14,97.7
P00000499,A000026,2024-12-15,2024-12-14,60.1,60.12
P00000500,A000026,2025-01-15,2025-01-10,50.0,51.23
P00000501,A000026,2025-02-15,2025-02-15,50.0,51.04
P00000502,A000026,2025-03-15,2025-03-10,90.02,79.15
P00000503,A000026,2025-04-15,2025-04-10,84.94,84.33
P00000504,A000026,2025-05-15,2025-05-15,63.17,63.17
P00000505,A000026,2025-06-15,2025-06-14,50.0,50.28
P00000506,A000026,2025-07-15,2025-07-12,68.06,67.85
P00000507,A000026,2025-08-15,2025-08-14,50.0,51.02
P00000508,A000026,2025-09-15,2025-09-21,52.01,53.02
P00000509,A000026,2025-10-15,2025-10-11,50.0,51.28
P00000510,A000026,2025-11-15,2025-11-12,50.0,51.63
P00000511,A000026,2025-12-15,2025-12-12,71.29,70.0
P00000512,A000027,2024-12-15,2024-12-12,58.83,57.8
P00000513,A000027,2025-01-15,2025-01-11,63.77,62.95
P00000514,A000027,2025-02-15,2025-02-13,50.0,50.29
P00000515,A000027,2025-03-15,2025-03-15,72.14,72.36
P00000516,A000027,2025-04-15,2025-04-14,50.0,52.34
P00000517,A000027,2025-05-15,2025-05-14,54.38,53.51
P00000518,A000027,2025-06-15,2025-06-12,62.64,65.44
P00000519,A000027,2025-07-15,2025-07-10,50.0,50.81
P00000520,A000027,2025-08-15,2025-08-12,73.63,74.83
P00000521,A000027,2025-09-15,2025-09-15,50.0,50.44
P00000522,A000027,2025-10-15,2025-11-09,50.0,50.34
P00000523,A000027,2025-11-15,2025-11-10,50.0,49.67
P00000524,A000027,2025-12-15,2025-12-25,66.97,67.4
P00000525,A000028,2024-02-15,2024-02-15,50.0,51.03
P00000526,A000028,2024-03-15,2024-03-13,95.64,98.61
P00000527,A000028,2024-04-15,2024-05-25,50.0,51.37
P00000528,A000028,2024-05-15,2024-05-13,52.06,54.58
P00000529,A000028,2024-06-15,2024-06-10,116.78,120.38
P00000530,A000028,2024-07-15,2024-07-15,74.05,76.87
P00000531,A000028,2024-08-15,2024-08-13,55.04,56.68
P00000532,A000028,2024-09-15,2024-09-14,85.71,86.2
P00000533,A000028,2024-10-15,2024-10-11,96.94,96.81
P00000534,A000028,2024-11-15,2024-11-11,89.9,89.93
P00000535,A000028,2024-12-15,2024-12-10,50.0,13.65
P00000536,A000028,2025-01-15,2025-01-11,104.48,104.46
P00000537,A000028,2025-02-15,2025-02-13,94.7,95.31
P00000538,A000028,2025-03-15,2025-03-13,100.36,104.16
P00000539,A000028,2025-04-15,2025-04-20,50.0,51.03
P00000540,A000028,2025-05-15,2025-05-14,85.33,88.99
P00000541,A000028,2025-06-15,2025-06-15,79.99,78.78
P00000542,A000028,2025-07-15,2025-07-10,50.0,31.13
P00000543,A000028,2025-08-15,2025-08-11,95.21,99.67
P00000544,A000028,2025-09-15,2025-09-14,103.44,105.39
P00000545,A000028,2025-10-15,2025-10-14,57.73,57.38
P00000546,A000028,2025-11-15,2025-11-10,55.07,57.71
P00000547,A000028,2025-12-15,2025-12-13,55.18,55.42
P00000548,A000029,2025-03-15,2025-03-21,203.24,203.23
P00000549,A000029,2025-04-15,2025-04-15,202.5,202.68
P00000550,A000029,2025-05-15,2025-05-12,106.71,111.87
P00000551,A000029,2025-06-15,2025-06-15,137.24,142.98
P00000552,A000029,2025-07-15,2025-07-15,289.86,293.86
P00000553,A000029,2025-08-15,2025-08-11,199.02,200.99
P00000554,A000029,2025-09-15,2025-09-10,148.52,154.33
P00000555,A000029,2025-10-15,2025-10-13,319.9,327.74
P00000556,A000029,2025-11-15,2025-11-13,167.7,166.82
P00000557,A000029,2025-12-15,2025-12-11,383.17,395.53
P00000558,A000030,2024-04-15,2024-04-13,102.8,106.0
P00000559,A000030,2024-05-15,2024-06-09,93.63,92.69
P00000560,A000030,2024-06-15,2024-06-10,72.2,72.22
P00000561,A000030,2024-07-15,2024-07-14,116.47,120.38
P00000562,A000030,2024-08-15,2024-08-11,108.38,113.6
P00000563,A000030,2024-09-15,2024-09-12,159.89,165.96
P00000564,A000030,2024-10-15,2024-10-11,147.5,148.07
P00000565,A000030,2024-11-15,2024-11-14,99.98,101.18
P00000566,A000030,2024-12-15,2024-12-14,57.54,57.43
P00000567,A000030,2025-01-15,2025-01-10,82.91,84.96
P00000568,A000030,2025-02-15,2025-02-10,74.25,76.36
P00000569,A000030,2025-03-15,2025-03-12,85.13,89.18
P00000570,A000030,2025-04-15,2025-04-14,139.13,137.27
P00000571,A000030,2025-05-15,2025-05-12,155.77,161.24
P00000572,A000030,2025-06-15,2025-07-03,155.24,154.38
P00000573,A000030,2025-07-15,2025-07-14,127.32,130.12
P00000574,A000030,2025-08-15,2025-08-12,90.2,92.35
P00000575,A000030,2025-09-15,2025-09-11,180.97,58.62
P00000576,A000030,2025-10-15,2025-10-11,146.29,145.11
P00000577,A000030,2025-11-15,2025-11-15,157.23,161.73
P00000578,A000030,2025-12-15,2025-12-11,62.09,62.21
P00000579,A000031,2024-04-15,2024-04-13,50.0,50.84
P00000580,A000031,2024-05-15,2024-05-15,102.08,103.08
P00000581,A000031,2024-06-15,2024-06-11,83.1,81.93
P00000582,A000031,2024-07-15,2024-07-10,57.9,59.56
P00000583,A000031,2024-08-15,2024-08-14,50.0,49.38
P00000584,A000031,2024-09-15,2024-09-11,50.0,49.47
P00000585,A000031,2024-10-15,2024-10-13,80.14,80.02
P00000586,A000031,2024-11-15,2024-11-13,50.0,52.43
P00000587,A000031,2024-12-15,2024-12-15,76.7,79.12
P00000588,A000031,2025-01-15,2025-01-12,100.57,104.84
P00000589,A000031,2025-02-15,2025-02-13,83.94,87.23
P00000590,A000031,2025-03-15,2025-03-11,103.92,106.26
P00000591,A000031,2025-04-15,2025-04-15,54.21,56.79
P00000592,A000031,2025-05-15,2025-05-14,50.0,52.24
P00000593,A000031,2025-06-15,2025-06-12,91.85,93.29
P00000594,A000031,2025-07-15,2025-07-12,75.58,75.88
P00000595,A000031,2025-08-15,2025-08-13,54.13,56.81
P00000596,A000031,2025-09-15,2025-10-18,94.4,97.89
P00000597,A000031,2025-10-15,2025-10-13,50.0,26.25
P00000598,A000031,2025-11-15,2025-11-12,50.0,51.52
P00000599,A000031,2025-12-15,2025-12-15,82.38,81.13
P00000600,A000032,2024-02-15,2024-02-11,154.99,155.17
P00000601,A000032,2024-03-15,2024-03-11,123.11,122.59
P00000602,A000032,2024-04-15,2024-04-15,159.26,166.47
P00000603,A000032,2024-05-15,2024-05-11,125.4,125.39
P00000604,A000032,2024-06-15,2024-06-13,92.34,95.06
P00000605,A000032,2024-07-15,2024-07-12,171.79,170.73
P00000606,A000032,2024-08-15,2024-08-25,154.27,154.3
P00000607,A000032,2024-09-15,2024-09-16,169.81,44.2
P00000608,A000032,2024-10-15,2024-10-10,155.55,159.08
P00000609,A000032,2024-11-15,2024-11-11,136.96,138.72
P00000610,A000032,2024-12-15,2025-01-13,128.55,133.53
P00000611,A000032,2025-01-15,2025-01-14,145.06,146.08
P00000612,A000032,2025-02-15,2025-02-12,108.0,35.54
P00000613,A000032,2025-03-15,2025-04-19,83.24,84.04
P00000614,A000032,2025-04-15,2025-04-10,127.28,133.38
P00000615,A000032,2025-05-15,2025-05-15,119.93,122.21
P00000616,A000032,2025-06-15,2025-06-14,151.56,151.34
P00000617,A000032,2025-07-15,2025-07-13,123.37,125.42
P00000618,A000032,2025-08-15,2025-08-14,146.39,150.93
P00000619,A000032,2025-09-15,2025-09-12,112.96,110.99
P00000620,A000032,2025-10-15,2025-10-10,171.98,174.04
P00000621,A000032,2025-11-15,2025-11-14,103.84,106.68
P00000622,A000032,2025-12-15,2025-12-15,140.18,141.21
P00000623,A000033,2024-12-15,2024-12-10,431.11,433.78
P00000624,A000033,2025-01-15,2025-01-15,425.18,446.15
P00000625,A000033,2025-02-15,2025-03-29,667.13,697.49
P00000626,A000033,2025-03-15,2025-03-13,685.86,677.43
P00000627,A000033,2025-04-15,2025-05-28,477.11,468.38
P00000628,A000033,2025-05-15,2025-05-14,356.09,353.74
P00000629,A000033,2025-06-15,2025-06-15,282.81,286.86
P00000630,A000033,2025-07-15,2025-07-15,399.72,404.64
P00000631,A000033,2025-08-15,2025-08-12,560.2,550.41
P00000632,A000033,2025-09-15,2025-09-12,399.61,393.74
P00000633,A000033,2025-10-15,2025-11-08,641.14,654.61
P00000634,A000033,2025-11-15,2025-11-12,226.23,227.5
P00000635,A000033,2025-12-15,2025-12-14,744.16,764.83
P00000636,A000034,2024-11-15,2024-11-21,837.52,853.47
P00000637,A000034,2024-12-15,2024-12-10,2030.99,2128.43
P00000638,A000034,2025-01-15,2025-01-14,1109.71,1131.12
P00000639,A000034,2025-02-15,2025-02-10,1787.47,1831.91
P00000640,A000034,2025-03-15,2025-03-15,697.09,197.1
P00000641,A000034,2025-04-15,2025-04-14,1186.02,1180.96
P00000642,A000034,2025-05-15,2025-05-12,1843.73,1812.38
P00000643,A000034,2025-06-15,2025-06-14,977.86,1019.28
P00000644,A000034,2025-07-15,2025-07-10,625.84,652.52
P00000645,A000034,2025-08-15,2025-08-12,1223.35,1250.33
P00000646,A000034,2025-09-15,2025-09-11,1911.45,1899.5
P00000647,A000034,2025-10-15,2025-10-14,1971.78,1972.45
P00000648,A000034,2025-11-15,2025-11-11,582.97,573.86
P00000649,A000034,2025-12-15,2025-12-13,967.45,970.26
P00000650,A000035,2025-02-15,2025-02-18,936.52,945.73
P00000651,A000035,2025-03-15,2025-03-13,963.6,974.94
P00000652,A000035,2025-04-15,2025-04-15,882.28,882.54
P00000653,A000035,2025-05-15,2025-05-11,743.83,737.24
P00000654,A000035,2025-06-15,2025-06-10,783.71,779.88
P00000655,A000035,2025-07-15,2025-07-12,983.78,992.2
P00000656,A000035,2025-08-15,2025-08-14,618.3,310.54
P00000657,A000035,2025-09-15,2025-09-18,878.08,882.19
P00000658,A000035,2025-10-15,2025-10-13,843.61,848.77
P00000659,A000035,2025-11-15,2025-11-13,734.76,753.42
P00000660,A000035,2025-12-15,2025-12-10,849.88,861.63
P00000661,A000036,2025-01-15,2025-01-11,729.04,759.03
P00000662,A000036,2025-02-15,2025-02-14,917.43,910.76
P00000663,A000036,2025-03-15,2025-03-12,1475.51,1453.12
P00000664,A000036,2025-04-15,2025-05-03,1013.16,1058.51
P00000665,A000036,2025-05-15,2025-05-10,1666.52,1721.5
P00000666,A000036,2025-06-15,2025-06-12,1081.19,1132.91
P00000667,A000036,2025-07-15,2025-08-03,1500.97,1538.4
P00000668,A000036,2025-08-15,2025-08-12,1050.51,639.51
P00000669,A000036,2025-09-15,2025-09-13,1033.45,1013.47
P00000670,A000036,2025-10-15,2025-10-10,1761.02,1777.26
P00000671,A000036,2025-11-15,2025-11-14,545.31,557.4
P00000672,A000036,2025-12-15,2025-12-12,990.43,1021.14
P00000673,A000037,2024-01-15,2024-01-10,750.18,775.38
P00000674,A000037,2024-02-15,2024-02-12,366.75,368.45
P00000675,A000037,2024-03-15,2024-03-15,934.61,627.18
P00000676,A000037,2024-04-15,2024-04-11,466.17,470.94
P00000677,A000037,2024-05-15,2024-05-12,793.15,803.92
P00000678,A000037,2024-06-15,2024-06-15,1015.07,634.95
P00000679,A000037,2024-07-15,2024-07-15,457.31,452.1
P00000680,A000037,2024-08-15,2024-08-10,670.63,672.55
P00000681,A000037,2024-09-15,2024-09-12,557.17,130.24
P00000682,A000037,2024-10-15,2024-10-13,600.63,430.52
P00000683,A000037,2024-11-15,2024-11-11,371.92,237.8
P00000684,A000037,2024-12-15,2024-12-15,689.51,699.68
P00000685,A000037,2025-01-15,2025-01-13,354.21,359.55
P00000686,A000037,2025-02-15,2025-02-13,1084.67,1065.53
P00000687,A000037,2025-03-15,2025-03-11,703.7,727.8
P00000688,A000037,2025-04-15,2025-04-11,392.04,387.65
P00000689,A000037,2025-05-15,2025-05-12,1199.76,1240.85
P00000690,A000037,2025-06-15,2025-06-12,598.96,616.47
P00000691,A000037,2025-07-15,2025-07-12,387.5,391.16
P00000692,A000037,2025-08-15,2025-08-15,1126.45,749.26
P00000693,A000037,2025-09-15,2025-09-14,939.04,931.68
P00000694,A000037,2025-10-15,2025-10-10,489.35,504.24
P00000695,A000037,2025-11-15,2025-11-14,512.76,538.28
P00000696,A000037,2025-12-15,2025-12-14,936.78,975.82
P00000697,A000038,2024-01-15,2024-01-10,117.5,120.02
P00000698,A000038,2024-02-15,2024-02-15,67.13,67.77
P00000699,A000038,2024-03-15,2024-03-14,96.44,95.46
P00000700,A000038,2024-04-15,2024-04-10,135.14,137.69
P00000701,A000038,2024-05-15,2024-05-11,110.82,113.79
P00000702,A000038,2024-06-15,2024-06-14,50.0,50.58
P00000703,A000038,2024-07-15,2024-07-11,89.24,87.6
P00000704,A000038,2024-08-15,2024-08-13,116.24,120.68
P00000705,A000038,2024-09-15,2024-09-15,80.21,80.34
P00000706,A000038,2024-10-15,2024-10-12,135.21,136.12
P00000707,A000038,2024-11-15,2024-11-13,114.04,112.97
P00000708,A000038,2024-12-15,2024-12-12,144.1,144.58
P00000709,A000038,2025-01-15,2025-01-14,87.42,85.69
P00000710,A000038,2025-02-15,2025-02-12,144.07,149.13
P00000711,A000038,2025-03-15,2025-03-14,99.67,103.68
P00000712,A000038,2025-04-15,2025-04-10,50.35,50.54
P00000713,A000038,2025-05-15,2025-05-11,125.5,130.48
P00000714,A000038,2025-06-15,2025-06-12,91.61,91.73
P00000715,A000038,2025-07-15,2025-07-14,51.96,53.03
P00000716,A000038,2025-08-15,2025-08-14,87.1,87.07
P00000717,A000038,2025-09-15,2025-09-11,75.87,75.31
P00000718,A000038,2025-10-15,2025-10-11,104.9,103.58
P00000719,A000038,2025-11-15,2025-11-15,136.51,138.43
P00000720,A000038,2025-12-15,2025-12-14,93.39,92.44
P00000721,A000039,2024-06-15,2024-06-12,128.77,128.84
P00000722,A000039,2024-07-15,2024-07-11,132.66,132.88
P00000723,A000039,2024-08-15,2024-08-17,333.78,335.5
P00000724,A000039,2024-09-15,2024-09-15,283.68,288.31
P00000725,A000039,2024-10-15,2024-10-14,133.99,136.07
P00000726,A000039,2024-11-15,2024-11-11,304.06,319.24
P00000727,A000039,2024-12-15,2024-12-14,224.18,227.05
P00000728,A000039,2025-01-15,2025-01-11,259.59,266.5
P00000729,A000039,2025-02-15,2025-02-10,328.58,324.44
P00000730,A000039,2025-03-15,2025-03-11,265.16,270.85
P00000731,A000039,2025-04-15,2025-04-13,263.65,275.78
P00000732,A000039,2025-05-15,2025-05-15,128.78,126.72
P00000733,A000039,2025-06-15,2025-06-14,229.72,232.58
P00000734,A000039,2025-07-15,2025-07-12,164.21,168.83
P00000735,A000039,2025-08-15,2025-08-10,168.03,173.99
P00000736,A000039,2025-09-15,2025-09-13,296.9,307.62
P00000737,A000039,2025-10-15,2025-10-20,253.42,251.5
P00000738,A000039,2025-11-15,2025-11-12,162.25,168.39
P00000739,A000039,2025-12-15,2025-12-11,327.45,337.22
P00000740,A000040,2024-10-15,2024-10-13,230.59,238.12
P00000741,A000040,2024-11-15,2024-11-10,714.58,743.49
P00000742,A000040,2024-12-15,2024-12-14,300.89,309.18
P00000743,A000040,2025-01-15,2025-01-13,207.08,216.65
P00000744,A000040,2025-02-15,2025-02-12,523.18,522.16
P00000745,A000040,2025-03-15,2025-03-11,518.0,521.41
P00000746,A000040,2025-04-15,2025-04-12,345.2,356.54
P00000747,A000040,2025-05-15,2025-05-11,651.03,680.0
P00000748,A000040,2025-06-15,2025-06-28,490.84,494.06
P00000749,A000040,2025-07-15,2025-07-15,635.43,639.42
P00000750,A000040,2025-08-15,2025-08-10,636.61,649.53
P00000751,A000040,2025-09-15,2025-09-11,479.22,477.72
P00000752,A000040,2025-10-15,2025-10-14,256.7,262.98
P00000753,A000040,2025-11-15,2025-11-12,694.37,704.72
P00000754,A000040,2025-12-15,2025-12-10,504.85,507.95
P00000755,A000041,2024-03-15,2024-03-11,50.0,50.72
P00000756,A000041,2024-04-15,2024-04-16,67.32,68.89
P00000757,A000041,2024-05-15,2024-05-14,50.0,49.88
P00000758,A000041,2024-06-15,2024-06-15,86.24,87.91
P00000759,A000041,2024-07-15,2024-07-15,50.0,51.79
P00000760,A000041,2024-08-15,2024-08-14,50.0,49.58
P00000761,A000041,2024-09-15,2024-09-15,61.52,64.51
P00000762,A000041,2024-10-15,2024-10-10,67.97,69.16
P00000763,A000041,2024-11-15,2024-11-15,57.57,59.07
P00000764,A000041,2024-12-15,2024-12-11,89.64,89.14
P00000765,A000041,2025-01-15,2025-01-18,50.0,50.77
P00000766,A000041,2025-02-15,2025-02-11,50.0,49.32
P00000767,A000041,2025-03-15,2025-03-11,63.89,20.1
P00000768,A000041,2025-04-15,2025-04-11,63.8,65.89
P00000769,A000041,2025-05-15,2025-05-15,50.0,50.17
P00000770,A000041,2025-06-15,2025-06-13,94.08,97.02
P00000771,A000041,2025-07-15,2025-07-12,92.68,91.0
P00000772,A000041,2025-08-15,2025-08-13,50.27,51.99
P00000773,A000041,2025-09-15,2025-09-11,87.09,86.06
P00000774,A000041,2025-10-15,2025-10-15,50.0,52.36
P00000775,A000041,2025-11-15,2025-11-11,50.0,49.19
P00000776,A000041,2025-12-15,2026-01-04,95.04,97.97
P00000777,A000042,2024-01-15,2024-01-12,50.0,51.97
P00000778,A000042,2024-02-15,2024-02-11,128.11,126.17
P00000779,A000042,2024-03-15,2024-03-11,120.47,123.48
P00000780,A000042,2024-04-15,2024-04-14,150.71,148.99
P00000781,A000042,2024-05-15,2024-05-12,67.9,68.95
P00000782,A000042,2024-06-15,2024-06-10,114.87,115.93
P00000783,A000042,2024-07-15,2024-07-14,63.69,66.49
P00000784,A000042,2024-08-15,2024-08-14,112.23,113.4
P00000785,A000042,2024-09-15,2024-09-10,117.88,120.45
P00000786,A000042,2024-10-15,2024-10-14,52.55,52.94
P00000787,A000042,2024-11-15,2024-11-30,153.14,158.93
P00000788,A000042,2024-12-15,2024-12-15,95.4,98.3
P00000789,A000042,2025-01-15,2025-01-11,62.94,63.62
P00000790,A000042,2025-02-15,2025-02-12,87.82,90.9
P00000791,A000042,2025-03-15,2025-03-11,63.14,65.19
P00000792,A000042,2025-04-15,2025-04-14,124.52,123.0
P00000793,A000042,2025-05-15,2025-05-11,108.61,107.74
P00000794,A000042,2025-06-15,2025-06-14,93.72,98.09
P00000795,A000042,2025-07-15,2025-07-15,105.23,107.42
P00000796,A000042,2025-08-15,2025-08-14,153.58,151.37
P00000797,A000042,2025-09-15,2025-09-12,110.16,110.83
P00000798,A000042,2025-10-15,2025-10-12,145.55,143.46
P00000799,A000042,2025-11-15,2025-11-13,97.27,98.03
P00000800,A000042,2025-12-15,2025-12-14,137.18,139.2
P00000801,A000043,2024-01-15,2024-01-11,58.58,60.99
P00000802,A000043,2024-02-15,2024-02-22,79.37,78.84
P00000803,A000043,2024-03-15,2024-03-10,115.66,121.32
P00000804,A000043,2024-04-15,2024-04-13,96.36,96.28
P00000805,A000043,2024-05-15,2024-05-13,50.0,50.82
P00000806,A000043,2024-06-15,2024-06-10,50.0,50.22
P00000807,A000043,2024-07-15,2024-07-14,61.52,64.0
P00000808,A000043,2024-08-15,2024-08-12,93.17,96.71
P00000809,A000043,2024-09-15,2024-10-14,53.21,54.09
P00000810,A000043,2024-10-15,2024-11-22,71.33,71.98
P00000811,A000043,2024-11-15,2024-11-11,50.0,52.24
P00000812,A000043,2024-12-15,2024-12-12,117.76,120.34
P00000813,A000043,2025-01-15,2025-01-12,104.65,107.48
P00000814,A000043,2025-02-15,2025-02-12,61.96,62.4
P00000815,A000043,2025-03-15,2025-03-11,111.34,112.55
P00000816,A000043,2025-04-15,2025-04-12,70.96,73.29
P00000817,A000043,2025-05-15,2025-05-14,50.0,51.19
P00000818,A000043,2025-06-15,2025-06-18,62.92,64.04
P00000819,A000043,2025-07-15,2025-07-15,66.64,21.8
P00000820,A000043,2025-08-15,2025-08-15,101.54,105.63
P00000821,A000043,2025-09-15,2025-09-14,63.47,63.51
P00000822,A000043,2025-10-15,2025-10-10,110.31,112.32
P00000823,A000043,2025-11-15,2025-11-10,69.03,69.74
P00000824,A000043,2025-12-15,2025-12-15,71.99,75.38
P00000825,A000044,2024-01-15,2024-01-23,188.07,196.16
P00000826,A000044,2024-02-15,2024-02-15,173.86,176.99
P00000827,A000044,2024-03-15,2024-03-11,171.0,179.48
P00000828,A000044,2024-04-15,2024-04-15,202.87,206.69
P00000829,A000044,2024-05-15,2024-05-14,94.09,94.31
P00000830,A000044,2024-06-15,2024-06-13,218.22,219.64
P00000831,A000044,2024-07-15,2024-07-21,101.31,104.37
P00000832,A000044,2024-08-15,2024-08-13,157.67,159.73
P00000833,A000044,2024-09-15,2024-10-04,209.39,211.74
P00000834,A000044,2024-10-15,2024-10-15,223.17,140.61
P00000835,A000044,2024-11-15,2024-11-14,109.71,109.66
P00000836,A000044,2024-12-15,2024-12-11,203.67,203.86
P00000837,A000044,2025-01-15,2025-01-15,138.21,140.99
P00000838,A000044,2025-02-15,2025-02-15,72.46,74.64
P00000839,A000044,2025-03-15,2025-03-14,113.3,112.98
P00000840,A000044,2025-04-15,2025-04-10,216.49,223.61
P00000841,A000044,2025-05-15,2025-05-14,189.41,196.66
P00000842,A000044,2025-06-15,2025-06-12,149.62,153.23
P00000843,A000044,2025-07-15,2025-07-10,208.26,208.5
P00000844,A000044,2025-08-15,2025-08-14,261.73,78.54
